"","lon","lat"
"844",-77.0368707,38.9071923
"845",-92.2895948,34.7464809
"846",-115.1398296,36.1699412
"847",-115.1398296,36.1699412
"848",-86.1349019,40.2671941
"849",-95.712891,37.09024
"850",-117.8311428,33.7174708
"851",-115.1398296,36.1699412
"852",-122.4442906,47.2528768
"853",-74.2995928,40.6584212
"854",-82.9987942,39.9611755
"855",-115.1398296,36.1699412
"856",-101.8551665,33.5778631
"857",-116.2146068,43.6187102
"858",-115.1398296,36.1699412
"859",-87.6297982,41.8781136
"860",-89.3985283,40.6331249
"861",-115.1398296,36.1699412
"862",-115.1398296,36.1699412
"863",-115.1398296,36.1699412
"864",-115.1398296,36.1699412
"865",-119.4179324,36.778261
"866",-117.3003813,33.2370554
"867",-105.937799,35.6869752
"868",-115.1398296,36.1699412
"869",-115.1398296,36.1699412
"870",-115.1398296,36.1699412
"871",-115.1398296,36.1699412
"872",-79.9958864,40.4406248
"873",-115.1398296,36.1699412
"874",71.9243183,30.4911461
"875",-83.357567,33.9519347
"876",9.7320104,52.3758916
"877",-95.712891,37.09024
"878",-83.357567,33.9519347
"879",9.7320104,52.3758916
"880",-95.712891,37.09024
"881",78.7046725,10.7904833
"882",-83.357567,33.9519347
"883",9.7320104,52.3758916
"884",-95.712891,37.09024
"885",-6.2603097,53.3498053
"886",-118.2436849,34.0522342
"887",-6.2603097,53.3498053
"888",-118.2436849,34.0522342
